Mpio;Género;Edad;Educ;Cqt_bm;Problema;Gestión_Harry_González_Gestionpp;Gestion_Edwin_Valdéz_Gestionpp;Gestión_Álvaro_Pacheco_Gestionpp;GestiónAndrés_Perdomo_Gestión;Votopartd;Gob_vota;Gob_nuna_vota
FLORENCIA;Masculino;18-24;Universidad;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;Ns/Nr;Partido Liberal;Oscar Raúl Rojas;Oscar Conde Ortiz
FLORENCIA;Masculino;45-54;Secundaria;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;Desaprueba;Partido Conservador;Arnulfo Gasca Trujillo;Luis Antonio Ruiz Cicery
FLORENCIA;Femenino;25-34;Tecnología;Mal Camino;Inseguridad;Desaprueba;Desaprueba;Desaprueba;Aprueba;Partido de la U;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;25-34;Universidad;Buen Camino;Malla vial;Aprueba;Ns/Nr;Aprueba;Ns/Nr;Partido Liberal;Oscar Raúl Rojas;Oscar Conde Ortiz
FLORENCIA;Femenino;18-24;Primaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Aprueba;Ns / Nr;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Universidad;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;Ns/Nr;Partido Liberal;Oscar Raúl Rojas;Oscar Conde Ortiz
FLORENCIA;Masculino;45-54;Ns / Nr;Buen Camino;Deforestación;Aprueba;Aprueba;Aprueba;Aprueba;Cambio Radical;James Urrego Carvajal;Oscar Raúl Rojas
FLORENCIA;Masculino;25-34;Secundaria;Mal Camino;Guerrilla;Desaprueba;Desaprueba;Desaprueba;Desaprueba;Ns / Nr;James Urrego Carvajal;Oscar Conde Ortiz
FLORENCIA;Femenino;18-24;Secundaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;Ns/Nr;Ns / Nr;César Augusto Torres Ríos;Luis Antonio Ruiz Cicery
FLORENCIA;Masculino;Mayor de 55;Ns / Nr;Buen Camino;Desempleo;Aprueba;Aprueba;Aprueba;Desaprueba;Cambio Radical;Luis Antonio Ruiz Cicery;James Urrego Carvajal
FLORENCIA;Femenino;25-34;Tecnología;Mal Camino;Inseguridad;Desaprueba;Desaprueba;Desaprueba;Aprueba;Partido de la U;Ns/Nr;Ns/Nr
FLORENCIA;Masculino;35-44;Secundaria;Mal Camino;Minería;Desaprueba;Desaprueba;Desaprueba;Aprueba;Alianza Verde;Diego Ramírez Osorio;Oscar Raúl Rojas
FLORENCIA;Femenino;35-44;Secundaria;Buen Camino;Deforestación;Desaprueba;Aprueba;Aprueba;Desaprueba;Cambio Radical;Luis Francisco Ruíz Aguilar;César Augusto Torres Ríos
CURILLO;Femenino;Mayor de 55;Primaria;Ns / Nr;Desempleo;Ns/Nr;Desaprueba;Desaprueba;;Partido de la U;Arnulfo Gasca Trujillo;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;18-24;Tecnología;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;;Ns / Nr;Ns/Nr;Arnulfo Gasca Trujillo
CURILLO;Femenino;45-54;Primaria;Buen Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;Mayor de 55;Primaria;Ns / Nr;Narcotráfico;Aprueba;Ns/Nr;Desaprueba;;Centro Democrático;James Urrego Carvajal;Argenis Garavito Arévalo
CARTAGENA DEL CHAIRA;Femenino;Mayor de 55;Primaria;Ns / Nr;Desempleo;Ns/Nr;Ns/Nr;Desaprueba;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
CURILLO;Femenino;45-54;Primaria;Buen Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Masculino;25-34;Secundaria;Buen Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;;Mira;Ns/Nr;Ns/Nr
CURILLO;Masculino;35-44;Secundaria;Mal Camino;Corrupción;Desaprueba;Aprueba;Desaprueba;;Ns / Nr;Ns/Nr;Luis Francisco Ruíz Aguilar
SAN VICENTE DEL CAGUAN;Masculino;Mayor de 55;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Centro Democrático;César Augusto Torres Ríos;Luz Mila Cicery Ortiz
PUERTO RICO;Masculino;45-54;Tecnología;Mal Camino;Salud;Aprueba;Desaprueba;Desaprueba;;Partido Liberal;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;45-54;Primaria;Ns / Nr;Narcotráfico;Aprueba;Ns/Nr;Aprueba;;Ns / Nr;Arnulfo Gasca Trujillo;Luis Francisco Ruíz Aguilar
SAN VICENTE DEL CAGUAN;Femenino;45-54;Primaria;Buen Camino;Explotación petrolera;Desaprueba;Desaprueba;Aprueba;;Centro Democrático;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
SAN VICENTE DEL CAGUAN;Masculino;35-44;Secundaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;Arnulfo Gasca Trujillo;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;25-34;Secundaria;Buen Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;35-44;Secundaria;Mal Camino;Educación;Aprueba;Desaprueba;Desaprueba;;Mira;Arnulfo Gasca Trujillo;Ns/Nr
CURILLO;Femenino;45-54;Tecnología;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Cambio Radical;César Augusto Torres Ríos;Oscar Raúl Rojas
EL DONCELLO;Femenino;Mayor de 55;Primaria;Ns / Nr;Corrupción;Aprueba;Ns/Nr;Aprueba;;Partido de la U;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;Mayor de 55;Primaria;Mal Camino;Corrupción;Desaprueba;Ns/Nr;Aprueba;;Cambio Radical;Ns/Nr;Ns/Nr
CURILLO;Masculino;Mayor de 55;Secundaria;Buen Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;;Alianza Social Independiente - ASI;Ns/Nr;Ns/Nr
CURILLO;Femenino;35-44;Secundaria;Ns / Nr;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Partido Liberal;César Augusto Torres Ríos;Ns/Nr
PUERTO RICO;Masculino;45-54;Secundaria;Buen Camino;Salud;Aprueba;Desaprueba;Aprueba;;Partido de la U;Arnulfo Gasca Trujillo;James Urrego Carvajal
CURILLO;Femenino;35-44;Secundaria;Buen Camino;Malla vial;Ns/Nr;Ns/Nr;Ns/Nr;;Alianza Verde;Ns/Nr;Arnulfo Gasca Trujillo
EL DONCELLO;Masculino;25-34;Universidad;Mal Camino;Inseguridad;Desaprueba;Aprueba;Aprueba;;Partido Liberal;Luis Antonio Ruiz Cicery;Luis Antonio Ruiz Cicery
CARTAGENA DEL CHAIRA;Femenino;Mayor de 55;Primaria;Buen Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
CURILLO;Femenino;18-24;Secundaria;Buen Camino;Inseguridad;Aprueba;Aprueba;Aprueba;;Partido Conservador;Arnulfo Gasca Trujillo;Diego Ramírez Osorio
PUERTO RICO;Masculino;45-54;Secundaria;Ns / Nr;Salud;Ns/Nr;Ns/Nr;Ns/Nr;;Centro Democrático;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;Mayor de 55;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
EL DONCELLO;Masculino;45-54;Secundaria;Mal Camino;Corrupción;Aprueba;Ns/Nr;Ns/Nr;;Ns / Nr;Arnulfo Gasca Trujillo;Arnulfo Gasca Trujillo
CARTAGENA DEL CHAIRA;Masculino;35-44;Tecnología;Buen Camino;Inseguridad;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
CURILLO;Masculino;Mayor de 55;Secundaria;Buen Camino;Explotación petrolera;Ns/Nr;Ns/Nr;Ns/Nr;;Partido Conservador;Ns/Nr;Ns/Nr
CURILLO;Masculino;45-54;Tecnología;Mal Camino;Desempleo;Desaprueba;Ns/Nr;Ns/Nr;;Partido Liberal;Ns/Nr;Ns/Nr
CURILLO;Femenino;45-54;Tecnología;Buen Camino;Vivienda;Aprueba;Desaprueba;Aprueba;;Partido Conservador;Ns/Nr;Luz Mila Cicery Ortiz
PUERTO RICO;Masculino;45-54;Primaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Partido Liberal;Arnulfo Gasca Trujillo;Luz Mila Cicery Ortiz
CURILLO;Femenino;25-34;Universidad;Mal Camino;Corrupción;Desaprueba;Desaprueba;Aprueba;;Polo Democrático Alternativo;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
EL DONCELLO;Masculino;45-54;Primaria;Buen Camino;Deforestación;Desaprueba;Desaprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
CURILLO;Femenino;Mayor de 55;Secundaria;Buen Camino;Deforestación;Aprueba;Desaprueba;Aprueba;;Cambio Radical;Arnulfo Gasca Trujillo;Argenis Garavito Arévalo
CARTAGENA DEL CHAIRA;Femenino;Mayor de 55;Primaria;Mal Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;35-44;Primaria;Mal Camino;Desempleo;Ns/Nr;Desaprueba;Aprueba;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
EL DONCELLO;Masculino;35-44;Primaria;Buen Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;;Alianza Verde;César Augusto Torres Ríos;Argenis Garavito Arévalo
SAN VICENTE DEL CAGUAN;Masculino;35-44;Secundaria;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;César Augusto Torres Ríos;James Urrego Carvajal
PUERTO RICO;Masculino;Mayor de 55;Primaria;Buen Camino;Explotación petrolera;Aprueba;Ns/Nr;Aprueba;;Partido de la U;Ns/Nr;Ns/Nr
EL DONCELLO;Femenino;35-44;Secundaria;Mal Camino;Inseguridad;Desaprueba;Ns/Nr;Aprueba;;Partido Conservador;Arnulfo Gasca Trujillo;Ns/Nr
EL DONCELLO;Femenino;35-44;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Partido de la U;César Augusto Torres Ríos;César Augusto Torres Ríos
CARTAGENA DEL CHAIRA;Femenino;25-34;Tecnología;Buen Camino;Vivienda;Ns/Nr;Ns/Nr;Desaprueba;;Alianza Verde;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;Mayor de 55;Secundaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Diego Ramírez Osorio;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;35-44;Universidad;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;;Polo Democrático Alternativo;Ns/Nr;Ns/Nr
CURILLO;Masculino;25-34;Secundaria;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Ns / Nr;James Urrego Carvajal;Argenis Garavito Arévalo
PUERTO RICO;Masculino;45-54;Primaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;Arnulfo Gasca Trujillo;Luz Mila Cicery Ortiz
CURILLO;Femenino;35-44;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;18-24;Secundaria;Mal Camino;Explotación petrolera;Aprueba;Aprueba;Ns/Nr;;Partido Conservador;César Augusto Torres Ríos;Argenis Garavito Arévalo
CARTAGENA DEL CHAIRA;Femenino;35-44;Universidad;Buen Camino;Deforestación;Ns/Nr;Desaprueba;Aprueba;;Partido Liberal;James Urrego Carvajal;Luis Francisco Ruíz Aguilar
CURILLO;Femenino;35-44;Primaria;Ns / Nr;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
PUERTO RICO;Masculino;45-54;Secundaria;Ns / Nr;Salud;Ns/Nr;Ns/Nr;Ns/Nr;;Centro Democrático;Ns/Nr;Ns/Nr
CURILLO;Femenino;45-54;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;MAIZ;Ns/Nr;Arnulfo Gasca Trujillo
CURILLO;Masculino;35-44;Tecnología;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Partido Liberal;Arnulfo Gasca Trujillo;Luis Francisco Ruíz Aguilar
EL DONCELLO;Masculino;45-54;Secundaria;Ns / Nr;Corrupción;Aprueba;Aprueba;Aprueba;;Partido Liberal;Ns/Nr;Arnulfo Gasca Trujillo
CARTAGENA DEL CHAIRA;Masculino;Mayor de 55;Primaria;Mal Camino;Deforestación;Aprueba;Ns/Nr;Aprueba;;Partido Liberal;Diego Ramírez Osorio;Ns/Nr
PUERTO RICO;Femenino;Mayor de 55;Tecnología;Mal Camino;Inseguridad;Desaprueba;Desaprueba;Desaprueba;;Partido de la U;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;Mayor de 55;Primaria;Buen Camino;Desempleo;Desaprueba;Desaprueba;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;25-34;Tecnología;Mal Camino;Salud;Aprueba;Ns/Nr;Desaprueba;;Partido Conservador;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
EL DONCELLO;Femenino;25-34;Tecnología;Buen Camino;Corrupción;Ns/Nr;Desaprueba;Ns/Nr;;Cambio Radical;Luz Mila Cicery Ortiz;Diego Ramírez Osorio
CARTAGENA DEL CHAIRA;Masculino;Mayor de 55;Tecnología;Buen Camino;Deforestación;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
CURILLO;Masculino;Mayor de 55;Tecnología;Buen Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Cambio Radical;César Augusto Torres Ríos;Argenis Garavito Arévalo
EL DONCELLO;Femenino;35-44;Tecnología;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
EL DONCELLO;Femenino;35-44;Tecnología;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Alianza Verde;Oscar Raúl Rojas;Luz Mila Cicery Ortiz
CARTAGENA DEL CHAIRA;Femenino;25-34;Universidad;Mal Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;;Mira;Luis Francisco Ruíz Aguilar;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;25-34;Universidad;Ns / Nr;Minería;Ns/Nr;Desaprueba;Desaprueba;;Farc;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;Mayor de 55;Primaria;Mal Camino;Guerrilla;Desaprueba;Aprueba;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
CURILLO;Masculino;45-54;Secundaria;Buen Camino;Desempleo;Desaprueba;Aprueba;Desaprueba;;Centro Democrático;Arnulfo Gasca Trujillo;Ns/Nr
CARTAGENA DEL CHAIRA;Masculino;35-44;Primaria;Mal Camino;Inseguridad;Aprueba;Desaprueba;Aprueba;;Mira;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;25-34;Secundaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
CURILLO;Femenino;25-34;Tecnología;Mal Camino;Corrupción;Ns/Nr;Desaprueba;Ns/Nr;;Centro Democrático;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
CURILLO;Masculino;Mayor de 55;Primaria;Mal Camino;Narcotráfico;Desaprueba;Aprueba;Desaprueba;;Ns / Nr;César Augusto Torres Ríos;Ns/Nr
EL DONCELLO;Femenino;35-44;Universidad;Buen Camino;Desempleo;Ns/Nr;Aprueba;Ns/Nr;;Partido Conservador;Argenis Garavito Arévalo;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;Mayor de 55;Primaria;Buen Camino;Guerrilla;Desaprueba;Desaprueba;Aprueba;;Partido Liberal;Luis Francisco Ruíz Aguilar;Luz Mila Cicery Ortiz
PUERTO RICO;Femenino;45-54;Secundaria;Ns / Nr;Narcotráfico;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;35-44;Primaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Partido Liberal;Ns/Nr;Ns/Nr
EL DONCELLO;Masculino;25-34;Tecnología;Mal Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;;Cambio Radical;César Augusto Torres Ríos;Ns/Nr
PUERTO RICO;Masculino;Mayor de 55;Primaria;Mal Camino;Guerrilla;Ns/Nr;Ns/Nr;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Masculino;45-54;Universidad;Buen Camino;Malla vial;Desaprueba;Desaprueba;Aprueba;;Ns / Nr;Luis Francisco Ruíz Aguilar;Arnulfo Gasca Trujillo
SAN VICENTE DEL CAGUAN;Masculino;25-34;Secundaria;Mal Camino;Vivienda;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
EL DONCELLO;Femenino;35-44;Secundaria;Ns / Nr;Corrupción;Ns/Nr;Desaprueba;Aprueba;;Alianza Verde;Arnulfo Gasca Trujillo;Arnulfo Gasca Trujillo
EL DONCELLO;Femenino;25-34;Secundaria;Buen Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Partido Liberal;Ns/Nr;Luis Francisco Ruíz Aguilar
SAN VICENTE DEL CAGUAN;Masculino;45-54;Primaria;Mal Camino;Inseguridad;Aprueba;Ns/Nr;Ns/Nr;;Ns / Nr;Luis Antonio Ruiz Cicery;James Urrego Carvajal
SAN VICENTE DEL CAGUAN;Masculino;18-24;Secundaria;Mal Camino;Deforestación;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
CURILLO;Masculino;35-44;Tecnología;Mal Camino;Desempleo;Desaprueba;Aprueba;Desaprueba;;Centro Democrático;Ns/Nr;César Augusto Torres Ríos
PUERTO RICO;Femenino;35-44;Primaria;Mal Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;;Centro Democrático;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Masculino;Mayor de 55;Primaria;Mal Camino;Corrupción;Desaprueba;Ns/Nr;Desaprueba;;Ns / Nr;Ns/Nr;Luis Francisco Ruíz Aguilar
CARTAGENA DEL CHAIRA;Femenino;25-34;Primaria;Mal Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
CURILLO;Masculino;18-24;Universidad;Buen Camino;Corrupción;Ns/Nr;Desaprueba;Ns/Nr;;Partido Liberal;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
PUERTO RICO;Masculino;Mayor de 55;Primaria;Buen Camino;Minería;Aprueba;Desaprueba;Aprueba;;Partido Liberal;Ns/Nr;Arnulfo Gasca Trujillo
PUERTO RICO;Femenino;45-54;Secundaria;Mal Camino;Desempleo;Desaprueba;Aprueba;Desaprueba;;Partido Liberal;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;45-54;Secundaria;Mal Camino;Desempleo;Desaprueba;Ns/Nr;Desaprueba;;Cambio Radical;Arnulfo Gasca Trujillo;Ns/Nr
CURILLO;Femenino;Mayor de 55;Secundaria;Mal Camino;Vivienda;Ns/Nr;Ns/Nr;Ns/Nr;;Mira;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Femenino;45-54;Primaria;Mal Camino;Inseguridad;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
CURILLO;Femenino;45-54;Secundaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Desaprueba;;Partido Conservador;Ns/Nr;Ns/Nr
EL DONCELLO;Masculino;35-44;Secundaria;Buen Camino;Corrupción;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Arnulfo Gasca Trujillo;Ns/Nr
CURILLO;Femenino;Mayor de 55;Secundaria;Buen Camino;Desempleo;Aprueba;Desaprueba;Ns/Nr;;Cambio Radical;César Augusto Torres Ríos;Oscar Raúl Rojas
PUERTO RICO;Masculino;Mayor de 55;Primaria;Mal Camino;Inseguridad;Desaprueba;Desaprueba;Aprueba;;Cambio Radical;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;25-34;Tecnología;Buen Camino;Narcotráfico;Aprueba;Aprueba;Aprueba;;Ns / Nr;Arnulfo Gasca Trujillo;James Urrego Carvajal
SAN VICENTE DEL CAGUAN;Masculino;45-54;Secundaria;Mal Camino;Deforestación;Desaprueba;Ns/Nr;Desaprueba;;Cambio Radical;Oscar Raúl Rojas;Oscar Conde Ortiz
EL DONCELLO;Femenino;25-34;Tecnología;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Desaprueba;;Centro Democrático;Luz Mila Cicery Ortiz;Oscar Conde Ortiz
CARTAGENA DEL CHAIRA;Masculino;35-44;Primaria;Mal Camino;Deforestación;Desaprueba;Desaprueba;Aprueba;;Partido Liberal;Luis Francisco Ruíz Aguilar;Ns/Nr
CARTAGENA DEL CHAIRA;Masculino;35-44;Secundaria;Mal Camino;Salud;Aprueba;Aprueba;Aprueba;;Polo Democrático Alternativo;Argenis Garavito Arévalo;Ns/Nr
PUERTO RICO;Masculino;Mayor de 55;Primaria;Ns / Nr;Desempleo;Ns/Nr;Ns/Nr;Ns/Nr;;Partido Liberal;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Masculino;Mayor de 55;Primaria;Ns / Nr;Salud;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;35-44;Secundaria;Mal Camino;Salud;Ns/Nr;Ns/Nr;Ns/Nr;;Centro Democrático;Ns/Nr;Ns/Nr
CURILLO;Masculino;Mayor de 55;Primaria;Buen Camino;Desempleo;Ns/Nr;Desaprueba;Ns/Nr;;MAIZ;Luis Antonio Ruiz Cicery;Arnulfo Gasca Trujillo
EL DONCELLO;Femenino;25-34;Universidad;Ns / Nr;Salud;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Ns/Nr;Ns/Nr
EL DONCELLO;Masculino;45-54;Universidad;Buen Camino;Guerrilla;Ns/Nr;Ns/Nr;Ns/Nr;;Alianza Verde;Luz Mila Cicery Ortiz;Ns/Nr
EL DONCELLO;Masculino;35-44;Tecnología;Mal Camino;Salud;Ns/Nr;Ns/Nr;Aprueba;;Partido Conservador;James Urrego Carvajal;Ns/Nr
PUERTO RICO;Masculino;45-54;Secundaria;Mal Camino;Corrupción;Ns/Nr;Ns/Nr;Ns/Nr;;Partido Liberal;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;Mayor de 55;Primaria;Mal Camino;Desempleo;Ns/Nr;Ns/Nr;Aprueba;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;35-44;Secundaria;Ns / Nr;Ns/Nr;Desaprueba;Desaprueba;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;18-24;Universidad;Buen Camino;Deforestación;Ns/Nr;Ns/Nr;Aprueba;;Centro Democrático;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;25-34;Tecnología;Buen Camino;Salud;Desaprueba;Desaprueba;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
PUERTO RICO;Masculino;Mayor de 55;Primaria;Mal Camino;Desempleo;Aprueba;Desaprueba;Aprueba;;Polo Democrático Alternativo;Ns/Nr;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;35-44;Secundaria;Ns / Nr;Ns/Nr;Desaprueba;Desaprueba;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
CURILLO;Masculino;Mayor de 55;Primaria;Buen Camino;Narcotráfico;Aprueba;Aprueba;Aprueba;;Centro Democrático;Arnulfo Gasca Trujillo;Oscar Conde Ortiz
SAN VICENTE DEL CAGUAN;Masculino;45-54;Primaria;Buen Camino;Corrupción;Aprueba;Ns/Nr;Aprueba;;Centro Democrático;James Urrego Carvajal;Luis Antonio Ruiz Cicery
PUERTO RICO;Femenino;25-34;Secundaria;Mal Camino;Inseguridad;Aprueba;Desaprueba;Aprueba;;Partido Liberal;César Augusto Torres Ríos;Ns/Nr
SAN VICENTE DEL CAGUAN;Masculino;18-24;Secundaria;Mal Camino;Deforestación;Ns/Nr;Desaprueba;Desaprueba;;Ns / Nr;Ns/Nr;Ns/Nr
CARTAGENA DEL CHAIRA;Femenino;45-54;Secundaria;Ns / Nr;Inseguridad;Desaprueba;Desaprueba;Ns/Nr;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
CURILLO;Masculino;35-44;Tecnología;Mal Camino;Inseguridad;Desaprueba;Desaprueba;Aprueba;;Partido Conservador;Oscar Conde Ortiz;Luis Francisco Ruíz Aguilar
CARTAGENA DEL CHAIRA;Masculino;25-34;Primaria;Buen Camino;Salud;Aprueba;Desaprueba;Aprueba;;Partido Conservador;Arnulfo Gasca Trujillo;Ns/Nr
EL DONCELLO;Femenino;45-54;Primaria;Buen Camino;Corrupción;Aprueba;Aprueba;Aprueba;;Partido Conservador;César Augusto Torres Ríos;Arnulfo Gasca Trujillo
EL DONCELLO;Femenino;25-34;Primaria;Buen Camino;Inseguridad;Aprueba;Ns/Nr;Ns/Nr;;Centro Democrático;James Urrego Carvajal;Argenis Garavito Arévalo
SAN VICENTE DEL CAGUAN;Femenino;25-34;Secundaria;Buen Camino;Explotación petrolera;Aprueba;Aprueba;Aprueba;;Ns / Nr;Ns/Nr;Arnulfo Gasca Trujillo
CURILLO;Masculino;Mayor de 55;Primaria;Buen Camino;Explotación petrolera;Ns/Nr;Aprueba;Aprueba;;Centro Democrático;Arnulfo Gasca Trujillo;Argenis Garavito Arévalo
SAN VICENTE DEL CAGUAN;Femenino;25-34;Secundaria;Mal Camino;Deforestación;Ns/Nr;Ns/Nr;Ns/Nr;;Ns / Nr;Luis Francisco Ruíz Aguilar;Ns/Nr
CURILLO;Masculino;Mayor de 55;Primaria;Mal Camino;Desempleo;Desaprueba;Desaprueba;Desaprueba;;Partido Conservador;Arnulfo Gasca Trujillo;Oscar Raúl Rojas
SAN VICENTE DEL CAGUAN;Masculino;45-54;Secundaria;Buen Camino;Inseguridad;Aprueba;Aprueba;Aprueba;;Partido Liberal;Ns/Nr;Ns/Nr
PUERTO RICO;Femenino;18-24;Secundaria;Mal Camino;Desempleo;Aprueba;Ns/Nr;Desaprueba;;Ns / Nr;James Urrego Carvajal;Arnulfo Gasca Trujillo
PUERTO RICO;Masculino;35-44;Tecnología;Mal Camino;Salud;Ns/Nr;Desaprueba;Ns/Nr;;Centro Democrático;César Augusto Torres Ríos;Luz Mila Cicery Ortiz
