Municipio, ID, Usted_considera_que_Colombia_va_por_buen_camino_o_mal_camino, Usted_considera_que_el_departamento_de_Caqueta_va_por_buen_camino_o_mal_camino, De_los_siguientes_problemas_cual_cree_que_es_el_que_mas_afecta_a_su_municipio, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Harry_Giovanny_Gonzalez_Garcia, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Representante_Edwin_Alberto_Valdez_Rodriguez, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_los_siguientes_personajes_publicos_Gobernador_alvaro_Pacheco_alvarez, Con_cual_de_los_siguientes_partidos_o_movimientos_politicos_se_siente_mas_afin, Si_las_elecciones_para_elegir_Gobernador_del_Caqueta_fueran_hoy_por_cual_de_los_siguientes_candidatos_usted_votaria, Usted_aprueba_o_desaprueba_la_gestion_llevada_a_cabo_por_el_Alcalde_de_Florencia_Andres_Mauricio_Perdomo_Lara, Estrato, Genero, Edad, ultimo_nivel_educativo, Estado_civil
FLORENCIA,787,Buen Camino,Buen Camino,Inseguridad,Aprueba,Desaprueba,Desaprueba,Polo Democrático Alternativo,Ns/Nr,Desaprueba,1,Femenino,18-24,Universidad,Soltero
FLORENCIA,788,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Ns / Nr,James Urrego Carvajal,Desaprueba,2,Femenino,35-44,Tecnología,Unión libre
FLORENCIA,789,Ns / Nr,Buen Camino,Inseguridad,Desaprueba,Aprueba,Ns/Nr,Partido Conservador,James Urrego Carvajal,Ns/Nr,1,Femenino,18-24,Tecnología,Soltero
FLORENCIA,790,Buen Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Alianza Verde,Arnulfo Gasca Trujillo,Aprueba,2,Masculino,25-34,Tecnología,Soltero
FLORENCIA,791,Buen Camino,Buen Camino,Mototaxismo,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,Ns/Nr,1,Masculino,18-24,Universidad,Soltero
FLORENCIA,792,Buen Camino,Buen Camino,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,Desaprueba,1,Masculino,45-54,Secundaria,Casado
FLORENCIA,793,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Desaprueba,Partido de la U,Ns/Nr,Aprueba,1,Femenino,25-34,Tecnología,Unión libre
FLORENCIA,794,Buen Camino,Buen Camino,Educación,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,Ns/Nr,1,Masculino,25-34,Universidad,Unión libre
FLORENCIA,795,Buen Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,Aprueba,1,Femenino,18-24,Primaria,Ns/Nr
FLORENCIA,796,Buen Camino,Buen Camino,Inseguridad,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Oscar Raúl Rojas,Ns/Nr,2,Masculino,35-44,Universidad,Casado
FLORENCIA,797,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Cambio Radical,James Urrego Carvajal,Aprueba,1,Masculino,45-54,Ns / Nr,Casado
FLORENCIA,798,Mal Camino,Mal Camino,Explotación petrolera,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,James Urrego Carvajal,Desaprueba,1,Masculino,25-34,Secundaria,Unión libre
FLORENCIA,799,Buen Camino,Mal Camino,Mototaxismo,Aprueba,Ns/Nr,Aprueba,Ns / Nr,César Augusto Torres Ríos,Ns/Nr,1,Femenino,18-24,Secundaria,Soltero
FLORENCIA,800,Buen Camino,Buen Camino,Vivienda,Aprueba,Aprueba,Aprueba,Cambio Radical,Luis Antonio Ruiz Cicery,Desaprueba,1,Masculino,Mayor de 55,Ns / Nr,Casado
FLORENCIA,801,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Desaprueba,Desaprueba,Partido de la U,Ns/Nr,Aprueba,1,Femenino,25-34,Tecnología,Unión libre
FLORENCIA,802,Mal Camino,Mal Camino,Malla vial,Desaprueba,Desaprueba,Desaprueba,Alianza Verde,Diego Ramírez Osorio,Aprueba,1,Masculino,35-44,Secundaria,Unión libre
FLORENCIA,803,Buen Camino,Buen Camino,Desempleo,Desaprueba,Aprueba,Aprueba,Cambio Radical,Luis Francisco Ruíz Aguilar,Desaprueba,1,Femenino,35-44,Secundaria,Casado
CURILLO,804,Mal Camino,Ns / Nr,Educación,Ns/Nr,Desaprueba,Desaprueba,Partido de la U,Arnulfo Gasca Trujillo,,1,Femenino,Mayor de 55,Primaria,Soltero
SAN VICENTE DEL CAGUAN,805,Mal Camino,Mal Camino,Corrupción,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,1,Femenino,18-24,Tecnología,Soltero
CURILLO,806,Ns / Nr,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,2,Femenino,45-54,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,807,Mal Camino,Ns / Nr,Corrupción,Aprueba,Ns/Nr,Desaprueba,Centro Democrático,James Urrego Carvajal,,1,Masculino,Mayor de 55,Primaria,Casado
CARTAGENA DEL CHAIRA,808,Mal Camino,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Femenino,Mayor de 55,Primaria,Casado
CURILLO,809,Ns / Nr,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,2,Femenino,45-54,Primaria,Unión libre
CARTAGENA DEL CHAIRA,810,Buen Camino,Buen Camino,Educación,Ns/Nr,Ns/Nr,Ns/Nr,Mira,Ns/Nr,,2,Masculino,25-34,Secundaria,Soltero
CURILLO,811,Mal Camino,Mal Camino,Corrupción,Desaprueba,Aprueba,Desaprueba,Ns / Nr,Ns/Nr,,2,Masculino,35-44,Secundaria,Casado
SAN VICENTE DEL CAGUAN,812,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Centro Democrático,César Augusto Torres Ríos,,1,Masculino,Mayor de 55,Primaria,Separado/Viudo
PUERTO RICO,813,Mal Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Desaprueba,Partido Liberal,Ns/Nr,,2,Masculino,45-54,Tecnología,Unión libre
CARTAGENA DEL CHAIRA,814,Mal Camino,Ns / Nr,Narcotráfico,Aprueba,Ns/Nr,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,,1,Femenino,45-54,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,815,Buen Camino,Buen Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Centro Democrático,Luis Antonio Ruiz Cicery,,1,Femenino,45-54,Primaria,Separado/Viudo
SAN VICENTE DEL CAGUAN,816,Mal Camino,Mal Camino,Deforestación,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,1,Masculino,35-44,Secundaria,Soltero
CARTAGENA DEL CHAIRA,817,Ns / Nr,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,2,Femenino,25-34,Secundaria,Soltero
CARTAGENA DEL CHAIRA,818,Buen Camino,Mal Camino,Narcotráfico,Aprueba,Desaprueba,Desaprueba,Mira,Arnulfo Gasca Trujillo,,2,Femenino,35-44,Secundaria,Casado
CURILLO,819,Buen Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Cambio Radical,César Augusto Torres Ríos,,2,Femenino,45-54,Tecnología,Soltero
EL DONCELLO,820,Mal Camino,Ns / Nr,Desempleo,Aprueba,Ns/Nr,Aprueba,Partido de la U,Ns/Nr,,3,Femenino,Mayor de 55,Primaria,Casado
PUERTO RICO,821,Mal Camino,Mal Camino,Desempleo,Desaprueba,Ns/Nr,Aprueba,Cambio Radical,Ns/Nr,,2,Femenino,Mayor de 55,Primaria,Casado
CURILLO,822,Ns / Nr,Buen Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Alianza Social Independiente - ASI,Ns/Nr,,2,Masculino,Mayor de 55,Secundaria,Unión libre
CURILLO,823,Ns / Nr,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,César Augusto Torres Ríos,,2,Femenino,35-44,Secundaria,Soltero
PUERTO RICO,824,Mal Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Partido de la U,Arnulfo Gasca Trujillo,,1,Masculino,45-54,Secundaria,Casado
CURILLO,825,Mal Camino,Buen Camino,Deforestación,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Ns/Nr,,1,Femenino,35-44,Secundaria,Soltero
EL DONCELLO,826,Mal Camino,Mal Camino,Salud,Desaprueba,Aprueba,Aprueba,Partido Liberal,Luis Antonio Ruiz Cicery,,3,Masculino,25-34,Universidad,Soltero
CARTAGENA DEL CHAIRA,827,Buen Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Femenino,Mayor de 55,Primaria,Separado/Viudo
CURILLO,828,Ns / Nr,Buen Camino,Narcotráfico,Aprueba,Aprueba,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,2,Femenino,18-24,Secundaria,Soltero
PUERTO RICO,829,Buen Camino,Ns / Nr,Vivienda,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,,1,Masculino,45-54,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,830,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,Mayor de 55,Primaria,Soltero
EL DONCELLO,831,Mal Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Ns/Nr,Ns / Nr,Arnulfo Gasca Trujillo,,2,Masculino,45-54,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,832,Buen Camino,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Masculino,35-44,Tecnología,Separado/Viudo
CURILLO,833,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Conservador,Ns/Nr,,1,Masculino,Mayor de 55,Secundaria,Separado/Viudo
CURILLO,834,Mal Camino,Mal Camino,Desempleo,Desaprueba,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,,2,Masculino,45-54,Tecnología,Unión libre
CURILLO,835,Buen Camino,Buen Camino,Inseguridad,Aprueba,Desaprueba,Aprueba,Partido Conservador,Ns/Nr,,2,Femenino,45-54,Tecnología,Unión libre
PUERTO RICO,836,Mal Camino,Mal Camino,Educación,Aprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,1,Masculino,45-54,Primaria,Casado
CURILLO,837,Mal Camino,Mal Camino,Minería Ilegal,Desaprueba,Desaprueba,Aprueba,Polo Democrático Alternativo,Luis Francisco Ruíz Aguilar,,2,Femenino,25-34,Universidad,Unión libre
EL DONCELLO,838,Buen Camino,Buen Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,45-54,Primaria,Soltero
CURILLO,839,Buen Camino,Buen Camino,Educación,Aprueba,Desaprueba,Aprueba,Cambio Radical,Arnulfo Gasca Trujillo,,2,Femenino,Mayor de 55,Secundaria,Casado
CARTAGENA DEL CHAIRA,840,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
CARTAGENA DEL CHAIRA,841,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Desaprueba,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,35-44,Primaria,Casado
EL DONCELLO,842,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,César Augusto Torres Ríos,,2,Masculino,35-44,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,843,Buen Camino,Buen Camino,Corrupción,Aprueba,Ns/Nr,Aprueba,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,35-44,Secundaria,Casado
PUERTO RICO,844,Mal Camino,Buen Camino,Explotación petrolera,Aprueba,Ns/Nr,Aprueba,Partido de la U,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Unión libre
EL DONCELLO,845,Mal Camino,Mal Camino,Mototaxismo,Desaprueba,Ns/Nr,Aprueba,Partido Conservador,Arnulfo Gasca Trujillo,,3,Femenino,35-44,Secundaria,Casado
EL DONCELLO,846,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Partido de la U,César Augusto Torres Ríos,,2,Femenino,35-44,Primaria,Unión libre
CARTAGENA DEL CHAIRA,847,Mal Camino,Buen Camino,Vivienda,Ns/Nr,Ns/Nr,Desaprueba,Alianza Verde,Ns/Nr,,1,Femenino,25-34,Tecnología,Unión libre
SAN VICENTE DEL CAGUAN,848,Mal Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Diego Ramírez Osorio,,1,Masculino,Mayor de 55,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,849,Mal Camino,Mal Camino,Corrupción,Desaprueba,Desaprueba,Desaprueba,Polo Democrático Alternativo,Ns/Nr,,3,Masculino,35-44,Universidad,Soltero
CURILLO,850,Buen Camino,Buen Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Ns / Nr,James Urrego Carvajal,,1,Masculino,25-34,Secundaria,Soltero
PUERTO RICO,851,Mal Camino,Mal Camino,Educación,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,1,Masculino,45-54,Primaria,Unión libre
CURILLO,852,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,2,Femenino,35-44,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,853,Mal Camino,Mal Camino,Mototaxismo,Aprueba,Aprueba,Ns/Nr,Partido Conservador,César Augusto Torres Ríos,,1,Femenino,18-24,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,854,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Desaprueba,Aprueba,Partido Liberal,James Urrego Carvajal,,2,Femenino,35-44,Universidad,Soltero
CURILLO,855,Mal Camino,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,2,Femenino,35-44,Primaria,Casado
PUERTO RICO,856,Buen Camino,Ns / Nr,Vivienda,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,,1,Masculino,45-54,Secundaria,Unión libre
CURILLO,857,Mal Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,MAIZ,Ns/Nr,,2,Femenino,45-54,Primaria,Casado
CURILLO,858,Buen Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Partido Liberal,Arnulfo Gasca Trujillo,,2,Masculino,35-44,Tecnología,Unión libre
EL DONCELLO,859,Mal Camino,Ns / Nr,Inseguridad,Aprueba,Aprueba,Aprueba,Partido Liberal,Ns/Nr,,3,Masculino,45-54,Secundaria,Casado
CARTAGENA DEL CHAIRA,860,Mal Camino,Mal Camino,Salud,Aprueba,Ns/Nr,Aprueba,Partido Liberal,Diego Ramírez Osorio,,1,Masculino,Mayor de 55,Primaria,Casado
PUERTO RICO,861,Mal Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Desaprueba,Partido de la U,Ns/Nr,,1,Femenino,Mayor de 55,Tecnología,Soltero
SAN VICENTE DEL CAGUAN,862,Mal Camino,Buen Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Ns / Nr,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Soltero
CARTAGENA DEL CHAIRA,863,Mal Camino,Mal Camino,Inseguridad,Aprueba,Ns/Nr,Desaprueba,Partido Conservador,Luis Francisco Ruíz Aguilar,,1,Femenino,25-34,Tecnología,Soltero
EL DONCELLO,864,Mal Camino,Buen Camino,Inseguridad,Ns/Nr,Desaprueba,Ns/Nr,Cambio Radical,Luz Mila Cicery Ortiz,,3,Femenino,25-34,Tecnología,Casado
CARTAGENA DEL CHAIRA,865,Ns / Nr,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Masculino,Mayor de 55,Tecnología,Soltero
CURILLO,866,Buen Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Cambio Radical,César Augusto Torres Ríos,,2,Masculino,Mayor de 55,Tecnología,Unión libre
EL DONCELLO,867,Buen Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,35-44,Tecnología,Unión libre
EL DONCELLO,868,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Oscar Raúl Rojas,,3,Femenino,35-44,Tecnología,Unión libre
CARTAGENA DEL CHAIRA,869,Buen Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Mira,Luis Francisco Ruíz Aguilar,,2,Femenino,25-34,Universidad,Unión libre
SAN VICENTE DEL CAGUAN,870,Mal Camino,Ns / Nr,Minería Ilegal,Ns/Nr,Desaprueba,Desaprueba,Farc,Ns/Nr,,2,Femenino,25-34,Universidad,Soltero
SAN VICENTE DEL CAGUAN,871,Mal Camino,Mal Camino,Guerrilla,Desaprueba,Aprueba,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
CURILLO,872,Buen Camino,Buen Camino,Desempleo,Desaprueba,Aprueba,Desaprueba,Centro Democrático,Arnulfo Gasca Trujillo,,2,Masculino,45-54,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,873,Ns / Nr,Mal Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Mira,Ns/Nr,,1,Masculino,35-44,Primaria,Unión libre
SAN VICENTE DEL CAGUAN,874,Mal Camino,Buen Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Secundaria,Unión libre
CURILLO,875,Mal Camino,Mal Camino,Corrupción,Ns/Nr,Desaprueba,Ns/Nr,Centro Democrático,Luis Francisco Ruíz Aguilar,,2,Femenino,25-34,Tecnología,Casado
CURILLO,876,Mal Camino,Mal Camino,Desempleo,Desaprueba,Aprueba,Desaprueba,Ns / Nr,César Augusto Torres Ríos,,1,Masculino,Mayor de 55,Primaria,Casado
EL DONCELLO,877,Buen Camino,Buen Camino,Corrupción,Ns/Nr,Aprueba,Ns/Nr,Partido Conservador,Argenis Garavito Arévalo,,2,Femenino,35-44,Universidad,Soltero
CARTAGENA DEL CHAIRA,878,Mal Camino,Buen Camino,Inseguridad,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Femenino,Mayor de 55,Primaria,Separado/Viudo
PUERTO RICO,879,Mal Camino,Ns / Nr,Narcotráfico,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,45-54,Secundaria,Separado/Viudo
PUERTO RICO,880,Mal Camino,Mal Camino,Vivienda,Aprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Femenino,35-44,Primaria,Unión libre
EL DONCELLO,881,Mal Camino,Mal Camino,Desempleo,Aprueba,Ns/Nr,Aprueba,Cambio Radical,César Augusto Torres Ríos,,2,Masculino,25-34,Tecnología,Soltero
PUERTO RICO,882,Mal Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Soltero
CARTAGENA DEL CHAIRA,883,Buen Camino,Buen Camino,Malla vial,Desaprueba,Desaprueba,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,2,Masculino,45-54,Universidad,Soltero
SAN VICENTE DEL CAGUAN,884,Mal Camino,Mal Camino,Vivienda,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,2,Masculino,25-34,Secundaria,Unión libre
EL DONCELLO,885,Mal Camino,Ns / Nr,Desempleo,Ns/Nr,Desaprueba,Aprueba,Alianza Verde,Arnulfo Gasca Trujillo,,3,Femenino,35-44,Secundaria,Unión libre
EL DONCELLO,886,Mal Camino,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Aprueba,Partido Liberal,Ns/Nr,,2,Femenino,25-34,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,887,Mal Camino,Mal Camino,Corrupción,Aprueba,Ns/Nr,Ns/Nr,Ns / Nr,Luis Antonio Ruiz Cicery,,1,Masculino,45-54,Primaria,Casado
SAN VICENTE DEL CAGUAN,888,Mal Camino,Mal Camino,Deforestación,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Masculino,18-24,Secundaria,Soltero
CURILLO,889,Buen Camino,Mal Camino,Deforestación,Desaprueba,Aprueba,Desaprueba,Centro Democrático,Ns/Nr,,1,Masculino,35-44,Tecnología,Unión libre
PUERTO RICO,890,Buen Camino,Mal Camino,Vivienda,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,,1,Femenino,35-44,Primaria,Soltero
CARTAGENA DEL CHAIRA,891,Mal Camino,Mal Camino,Corrupción,Desaprueba,Ns/Nr,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Soltero
CARTAGENA DEL CHAIRA,892,Mal Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Primaria,Unión libre
CURILLO,893,Mal Camino,Buen Camino,Corrupción,Ns/Nr,Desaprueba,Ns/Nr,Partido Liberal,César Augusto Torres Ríos,,1,Masculino,18-24,Universidad,Soltero
PUERTO RICO,894,Mal Camino,Buen Camino,Explotación petrolera,Aprueba,Desaprueba,Aprueba,Partido Liberal,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Casado
PUERTO RICO,895,Mal Camino,Mal Camino,Corrupción,Desaprueba,Aprueba,Desaprueba,Partido Liberal,Ns/Nr,,1,Femenino,45-54,Secundaria,Unión libre
CARTAGENA DEL CHAIRA,896,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Ns/Nr,Desaprueba,Cambio Radical,Arnulfo Gasca Trujillo,,1,Femenino,45-54,Secundaria,Casado
CURILLO,897,Buen Camino,Mal Camino,Explotación petrolera,Ns/Nr,Ns/Nr,Ns/Nr,Mira,Ns/Nr,,2,Femenino,Mayor de 55,Secundaria,Casado
SAN VICENTE DEL CAGUAN,898,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,1,Femenino,45-54,Primaria,Unión libre
CURILLO,899,Ns / Nr,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Desaprueba,Partido Conservador,Ns/Nr,,2,Femenino,45-54,Secundaria,Casado
EL DONCELLO,900,Mal Camino,Buen Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,,3,Masculino,35-44,Secundaria,Unión libre
CURILLO,901,Buen Camino,Buen Camino,Vivienda,Aprueba,Desaprueba,Ns/Nr,Cambio Radical,César Augusto Torres Ríos,,1,Femenino,Mayor de 55,Secundaria,Separado/Viudo
PUERTO RICO,902,Buen Camino,Mal Camino,Desempleo,Desaprueba,Desaprueba,Aprueba,Cambio Radical,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Separado/Viudo
SAN VICENTE DEL CAGUAN,903,Buen Camino,Buen Camino,Desempleo,Aprueba,Aprueba,Aprueba,Ns / Nr,Arnulfo Gasca Trujillo,,1,Masculino,25-34,Tecnología,Unión libre
SAN VICENTE DEL CAGUAN,904,Mal Camino,Mal Camino,Inseguridad,Desaprueba,Ns/Nr,Desaprueba,Cambio Radical,Oscar Raúl Rojas,,3,Masculino,45-54,Secundaria,Unión libre
EL DONCELLO,905,Buen Camino,Buen Camino,Salud,Aprueba,Ns/Nr,Desaprueba,Centro Democrático,Luz Mila Cicery Ortiz,,2,Femenino,25-34,Tecnología,Unión libre
CARTAGENA DEL CHAIRA,906,Buen Camino,Mal Camino,Salud,Desaprueba,Desaprueba,Aprueba,Partido Liberal,Luis Francisco Ruíz Aguilar,,1,Masculino,35-44,Primaria,Casado
CARTAGENA DEL CHAIRA,907,Buen Camino,Mal Camino,Malla vial,Aprueba,Aprueba,Aprueba,Polo Democrático Alternativo,Argenis Garavito Arévalo,,2,Masculino,35-44,Secundaria,Casado
PUERTO RICO,908,Ns / Nr,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Soltero
CARTAGENA DEL CHAIRA,909,Ns / Nr,Ns / Nr,Salud,Ns/Nr,Ns/Nr,Ns/Nr,Ns / Nr,Ns/Nr,,2,Masculino,Mayor de 55,Primaria,Soltero
PUERTO RICO,910,Mal Camino,Mal Camino,Desempleo,Ns/Nr,Ns/Nr,Ns/Nr,Centro Democrático,Ns/Nr,,2,Femenino,35-44,Secundaria,Casado
CURILLO,911,Mal Camino,Buen Camino,Corrupción,Ns/Nr,Desaprueba,Ns/Nr,MAIZ,Luis Antonio Ruiz Cicery,,2,Masculino,Mayor de 55,Primaria,Soltero
EL DONCELLO,912,Mal Camino,Ns / Nr,Desempleo,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Ns/Nr,,2,Femenino,25-34,Universidad,Soltero
EL DONCELLO,913,Buen Camino,Buen Camino,Corrupción,Ns/Nr,Ns/Nr,Ns/Nr,Alianza Verde,Luz Mila Cicery Ortiz,,2,Masculino,45-54,Universidad,Casado
EL DONCELLO,914,Buen Camino,Mal Camino,Inseguridad,Ns/Nr,Ns/Nr,Aprueba,Partido Conservador,James Urrego Carvajal,,2,Masculino,35-44,Tecnología,Casado
PUERTO RICO,915,Buen Camino,Mal Camino,Guerrilla,Ns/Nr,Ns/Nr,Ns/Nr,Partido Liberal,Ns/Nr,,1,Masculino,45-54,Secundaria,Soltero
CARTAGENA DEL CHAIRA,916,Buen Camino,Mal Camino,Salud,Ns/Nr,Ns/Nr,Aprueba,Ns / Nr,Luis Francisco Ruíz Aguilar,,1,Femenino,Mayor de 55,Primaria,Casado
SAN VICENTE DEL CAGUAN,917,Mal Camino,Ns / Nr,Ns/Nr,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Masculino,35-44,Secundaria,Unión libre
SAN VICENTE DEL CAGUAN,918,Buen Camino,Buen Camino,Explotación petrolera,Ns/Nr,Ns/Nr,Aprueba,Centro Democrático,Ns/Nr,,1,Masculino,18-24,Universidad,Soltero
CARTAGENA DEL CHAIRA,919,Mal Camino,Buen Camino,Salud,Desaprueba,Desaprueba,Desaprueba,Ns / Nr,Ns/Nr,,1,Femenino,25-34,Tecnología,Unión libre
PUERTO RICO,920,Mal Camino,Mal Camino,Desempleo,Aprueba,Desaprueba,Aprueba,Polo Democrático Alternativo,Ns/Nr,,1,Masculino,Mayor de 55,Primaria,Separado/Viudo
